event_id,event_date,affected_city,disruption_type,severity_level,duration_days,delay_caused_days,estimated_cost_impact_inr,transport_mode_affected,disruption_occurred
EVT00953,2021-11-05,Chennai,Pandemic,High,3,25,2024849.47,All,1
EVT00954,2023-05-12,Ahmedabad,Political Unrest,Critical,3,11,2048793.64,Rail,1
EVT00955,2022-12-16,Kolkata,Political Unrest,High,14,20,2997946.83,Air,1
EVT00956,2023-12-07,Hyderabad,Flood,Critical,3,3,4428657.49,All,1
EVT00957,2023-10-19,Bhopal,Fuel Shortage,Low,16,2,2320425.3,All,1
EVT00958,2023-09-17,Kolkata,Heatwave,Medium,20,5,4714526.75,Rail,1
EVT00959,2023-07-01,Chennai,Cyclone,Medium,12,10,622612.02,Rail,1
EVT00960,2022-04-14,Nagpur,Heavy Snowfall,High,10,6,3476657.49,Air,1
EVT00961,2021-01-23,Kanpur,Fuel Shortage,Critical,8,7,728694.16,Road,1
EVT00962,2023-06-09,Nagpur,Fuel Shortage,Medium,13,24,2764319.13,Rail,1
EVT00963,2023-08-28,Nagpur,Flood,Critical,21,2,1859819.38,Rail,1
EVT00964,2021-05-19,Pune,Cyclone,Low,17,13,253642.1,Road,1
EVT00965,2024-02-25,Indore,Cyclone,Low,16,22,1391685.9,Rail,1
EVT00966,2023-09-20,Bangalore,Political Unrest,Low,13,18,3730745.1,All,1
EVT00967,2022-04-28,Bangalore,None,Low,1,0,1689.02,Road+Rail,0
EVT00968,2022-01-08,Kanpur,Heavy Snowfall,Low,10,18,430532.07,Air,1
EVT00969,2023-01-13,Hyderabad,Heatwave,Critical,14,1,550441.67,All,1
EVT00970,2021-11-29,Indore,Fuel Shortage,Medium,9,2,2171265.31,All,1
EVT00971,2021-01-02,Bhopal,Heatwave,High,11,22,1292523.38,Road+Rail,1
EVT00972,2022-02-14,Hyderabad,Cyclone,Medium,11,14,4574022.21,Road,1
EVT00973,2022-10-12,Jaipur,Infrastructure Failure,Medium,13,4,2593881.88,Road,1
EVT00974,2022-10-12,Bhopal,None,Low,1,0,1339.07,Road,0
EVT00975,2023-05-28,Jaipur,Heatwave,Low,7,2,3173161.23,Rail,1
EVT00976,2023-04-19,Delhi,Heavy Snowfall,Critical,8,7,1620327.66,Road+Rail,1
EVT00977,2022-01-29,Bhopal,None,Low,0,0,2104.57,Air,0
EVT00978,2022-01-08,Mumbai,Infrastructure Failure,Low,1,9,4842124.7,Road+Rail,1
EVT00979,2023-05-10,Lucknow,Heatwave,High,11,6,3030394.62,Road+Rail,1
EVT00980,2023-10-29,Jaipur,Flood,Critical,8,24,253568.08,All,1
EVT00981,2021-04-06,Surat,Infrastructure Failure,High,6,8,1116784.25,Road+Rail,1
EVT00982,2022-01-23,Bangalore,Strike,High,9,3,3180349.4,Air,1
EVT00983,2022-01-05,Kanpur,Road Accident,High,12,4,4261251.64,All,1
EVT00984,2023-03-14,Hyderabad,Pandemic,Critical,16,14,2176014.19,Air,1
EVT00985,2023-10-22,Nagpur,Flood,High,6,21,3849587.84,Road,1
EVT00986,2021-01-22,Surat,Flood,Low,14,4,4314928.58,All,1
EVT00987,2021-12-19,Nagpur,Cyclone,High,17,13,2157593.19,Rail,1
EVT00988,2024-01-21,Jaipur,Pandemic,Medium,3,23,3236267.01,All,1
EVT00989,2021-05-04,Bangalore,Political Unrest,High,6,13,2083760.79,Air,1
EVT00990,2023-01-22,Mumbai,Pandemic,Medium,14,22,4448454.6,All,1
EVT00991,2021-09-02,Bhopal,Political Unrest,Low,9,9,265974.8,Road,1
EVT00992,2021-11-08,Kolkata,Pandemic,Medium,10,2,4821984.61,Air,1
EVT00993,2023-02-23,Hyderabad,Cyclone,Medium,21,16,2673673.72,Road+Rail,1
EVT00994,2021-12-20,Pune,Cyclone,Medium,5,5,2629119.66,All,1
EVT00995,2023-02-11,Mumbai,None,Low,1,0,1225.95,Air,0
EVT00996,2023-08-25,Surat,Infrastructure Failure,Critical,14,24,3022660.78,All,1
EVT00997,2022-08-31,Hyderabad,Cyclone,Critical,20,23,3917497.53,Road,1
EVT00998,2022-04-15,Bangalore,Infrastructure Failure,Critical,11,8,2992322.15,Air,1
EVT00999,2023-03-03,Ahmedabad,Pandemic,Critical,21,3,1174892.32,Air,1
EVT01000,2022-01-11,Kolkata,Pandemic,Medium,2,2,3276035.8,Road+Rail,1
EVT01001,2021-10-11,Ahmedabad,Pandemic,Medium,21,3,2331035.2,Rail,1
EVT01002,2022-10-29,Pune,None,Low,1,0,8312.16,Road+Rail,0
EVT01003,2021-05-18,Pune,Road Accident,Critical,8,2,2135766.17,Road+Rail,1
EVT01004,2022-03-02,Delhi,Cyclone,High,1,20,2404038.87,Road,1
EVT01005,2021-01-14,Jaipur,Heatwave,Medium,6,2,2209248.61,Rail,1
EVT01006,2021-08-10,Kolkata,Road Accident,Low,19,17,111610.87,Road+Rail,1
EVT01007,2021-08-15,Mumbai,Road Accident,High,18,13,1095905.17,Air,1
EVT01008,2023-03-18,Indore,None,Low,0,0,2302.45,Air,0
EVT01009,2022-02-16,Jaipur,Heatwave,High,7,5,258592.47,Air,1
EVT01010,2021-06-07,Pune,Fuel Shortage,High,16,8,737121.94,Road+Rail,1
EVT01011,2022-08-24,Kolkata,Flood,Low,13,2,2484211.9,All,1
EVT01012,2021-07-16,Kanpur,Infrastructure Failure,Critical,11,11,4785289.35,Air,1
EVT01013,2022-09-27,Nagpur,None,Low,0,0,2928.09,Road+Rail,0
EVT01014,2023-06-04,Lucknow,Cyclone,Low,12,12,3465177.04,Rail,1
EVT01015,2024-04-03,Bhopal,Heavy Snowfall,Medium,13,20,1016756.32,Road,1
EVT01016,2022-07-24,Bhopal,Cyclone,High,5,15,4997124.4,Air,1
EVT01017,2023-07-01,Bhopal,Pandemic,Critical,13,1,411139.93,Rail,1
EVT01018,2021-02-05,Surat,Heatwave,Low,4,13,2980232.8,Road+Rail,1
EVT01019,2023-10-05,Delhi,Cyclone,High,5,9,3911233.69,Road+Rail,1
EVT01020,2024-01-07,Kolkata,Infrastructure Failure,Low,13,22,2835066.21,Rail,1
EVT01021,2021-02-17,Bhopal,Heavy Snowfall,High,10,17,3337938.75,Road,1
EVT01022,2021-11-18,Kanpur,Fuel Shortage,High,18,9,966953.96,Rail,1
EVT01023,2024-01-10,Bhopal,Flood,Low,6,4,4336468.9,Rail,1
EVT01024,2023-04-09,Kolkata,Flood,High,10,21,945757.5,All,1
EVT01025,2023-01-05,Indore,None,Low,1,0,5114.88,Road,0
EVT01026,2021-05-26,Chennai,Cyclone,Critical,9,7,1527067.26,All,1
EVT01027,2024-01-31,Ahmedabad,Political Unrest,Low,20,21,4473034.9,Air,1
EVT01028,2023-12-20,Surat,Heatwave,High,7,4,4463366.07,Rail,1
EVT01029,2024-02-05,Hyderabad,None,Low,1,0,9132.36,Road+Rail,0
EVT01030,2022-02-12,Pune,Heatwave,Medium,12,21,1546425.8,Road,1
EVT01031,2021-08-25,Kanpur,None,Low,0,0,2274.45,Road,0
EVT01032,2023-07-25,Bangalore,None,Low,1,0,290.44,Road,0
EVT01033,2023-12-16,Ahmedabad,None,Low,1,0,5452.72,Road+Rail,0
EVT01034,2022-05-19,Ahmedabad,Flood,Low,17,11,183478.83,All,1
EVT01035,2023-07-23,Kolkata,Cyclone,Low,10,8,3319110.79,Air,1
EVT01036,2023-07-13,Kanpur,Cyclone,Medium,12,3,4625470.31,Road,1
EVT01037,2022-12-02,Nagpur,Heavy Snowfall,Medium,9,24,487262.98,Road+Rail,1
EVT01038,2023-07-02,Chennai,Infrastructure Failure,High,18,11,3160192.15,Rail,1
EVT01039,2021-02-21,Indore,Infrastructure Failure,Medium,6,13,2208668.62,Air,1
EVT01040,2023-11-28,Kanpur,Road Accident,Medium,17,25,610648.99,Air,1
EVT01041,2022-08-07,Kolkata,Infrastructure Failure,Medium,18,12,3038609.58,Air,1
EVT01042,2023-07-12,Delhi,Infrastructure Failure,Low,11,7,986014.85,Road+Rail,1
EVT01043,2024-02-24,Surat,Heavy Snowfall,Low,6,24,806283.3,All,1
EVT01044,2023-01-19,Lucknow,None,Low,0,0,7900.35,Road+Rail,0
EVT01045,2022-07-11,Mumbai,Heatwave,Low,12,4,2193422.94,Air,1
EVT01046,2021-07-01,Nagpur,Flood,High,18,13,4708067.19,All,1
EVT01047,2024-04-02,Hyderabad,Heatwave,Critical,3,14,3439099.62,All,1
EVT01048,2022-07-18,Ahmedabad,None,Low,0,0,5039.04,Road+Rail,0
EVT01049,2022-04-03,Jaipur,Flood,Low,5,22,3742466.9,Road,1
EVT01050,2023-06-06,Surat,Pandemic,Medium,21,4,3053023.89,Rail,1
EVT01051,2023-02-18,Ahmedabad,Cyclone,Critical,6,1,2426853.51,Road,1
EVT01052,2022-08-22,Jaipur,Flood,High,1,2,3258091.53,All,1
EVT01053,2022-12-04,Ahmedabad,Strike,Critical,15,3,1732927.46,Road+Rail,1
EVT01054,2021-06-09,Chennai,Flood,Critical,21,19,4437088.78,All,1
EVT01055,2023-11-07,Kolkata,Heavy Snowfall,Medium,21,3,2974408.1,All,1
EVT01056,2022-02-15,Nagpur,None,Low,0,0,7763.75,Road+Rail,0
EVT01057,2024-01-31,Nagpur,Road Accident,Medium,14,14,2298027.69,Road,1
EVT01058,2021-10-12,Nagpur,Flood,Critical,19,16,1839483.34,Road,1
EVT01059,2022-02-01,Delhi,Road Accident,High,4,3,2772459.3,All,1
EVT01060,2022-08-28,Nagpur,Cyclone,Critical,20,16,302139.76,Air,1
EVT01061,2021-02-15,Lucknow,Cyclone,Critical,6,24,4912624.93,Rail,1
EVT01062,2022-05-20,Chennai,Political Unrest,Low,11,18,1541022.85,Road,1
EVT01063,2021-02-07,Chennai,Pandemic,Medium,7,23,2135662.87,Road+Rail,1
EVT01064,2023-12-14,Delhi,Infrastructure Failure,High,14,14,2821510.55,Air,1
EVT01065,2022-01-14,Pune,Road Accident,Low,9,16,912147.71,Rail,1
EVT01066,2023-01-11,Kanpur,Political Unrest,Low,4,18,1310589.99,Road+Rail,1
EVT01067,2021-07-23,Ahmedabad,Road Accident,Low,8,20,3696493.97,Road,1
EVT01068,2022-11-11,Pune,Cyclone,Medium,14,16,399666.31,Road,1
EVT01069,2022-04-20,Kolkata,Heavy Snowfall,Low,19,21,1975150.31,All,1
EVT01070,2022-12-22,Bangalore,Infrastructure Failure,Critical,20,19,1979833.62,Rail,1
EVT01071,2022-09-09,Hyderabad,Flood,Low,15,14,1242707.6,Air,1
EVT01072,2023-03-16,Delhi,Strike,Critical,9,16,300993.76,Air,1
EVT01073,2021-05-29,Indore,Strike,High,12,1,1030201.0,Road,1
EVT01074,2022-12-28,Lucknow,Infrastructure Failure,Critical,7,10,2029982.47,Rail,1
EVT01075,2022-10-31,Surat,Flood,Critical,2,21,3690005.91,All,1
EVT01076,2021-11-20,Hyderabad,Infrastructure Failure,Low,21,2,1802108.85,All,1
EVT01077,2023-05-13,Delhi,Heatwave,Low,20,23,578834.35,Road+Rail,1
EVT01078,2023-01-10,Bangalore,Flood,Medium,19,17,3405460.17,Road,1
EVT01079,2022-12-13,Bangalore,Flood,High,6,17,481740.87,Air,1
EVT01080,2021-08-27,Mumbai,Road Accident,Medium,21,5,1964142.81,Road+Rail,1
EVT01081,2022-11-18,Kolkata,Cyclone,Critical,11,8,2146655.21,Road+Rail,1
EVT01082,2024-03-06,Surat,Political Unrest,Medium,1,12,4988641.93,Air,1
EVT01083,2021-10-23,Hyderabad,Heavy Snowfall,Medium,8,23,1522512.32,All,1
EVT01084,2022-05-15,Nagpur,Road Accident,High,3,13,1655727.77,All,1
EVT01085,2024-02-04,Nagpur,Flood,Critical,5,14,2783185.31,Road,1
EVT01086,2021-02-28,Kolkata,Pandemic,High,1,4,3252484.14,All,1
EVT01087,2021-01-13,Nagpur,None,Low,1,0,792.11,Road,0
EVT01088,2023-01-29,Kanpur,Strike,Low,19,7,4798102.26,Road,1
EVT01089,2022-08-06,Mumbai,Heavy Snowfall,High,4,12,508829.79,All,1
EVT01090,2021-09-19,Jaipur,Road Accident,Medium,11,15,2546832.83,Road+Rail,1
EVT01091,2021-01-18,Lucknow,Road Accident,Low,15,4,3551692.22,All,1
EVT01092,2023-01-24,Mumbai,Heatwave,High,5,12,2574921.64,Road+Rail,1
EVT01093,2021-10-29,Hyderabad,Heavy Snowfall,Low,8,13,3744231.03,Road+Rail,1
EVT01094,2021-06-22,Bhopal,Fuel Shortage,Low,2,22,3101804.87,Road+Rail,1
EVT01095,2021-11-14,Bhopal,Political Unrest,High,20,11,1894137.71,Rail,1
EVT01096,2021-07-13,Indore,Road Accident,Medium,4,12,4301868.36,Road+Rail,1
EVT01097,2022-01-28,Surat,Strike,High,9,9,3345117.91,Air,1
EVT01098,2023-06-13,Nagpur,Fuel Shortage,High,16,15,4415805.58,Air,1
EVT01099,2023-06-15,Pune,Road Accident,Low,10,6,915608.07,All,1
EVT01100,2021-10-25,Delhi,Pandemic,Low,13,16,4018613.97,Road+Rail,1
EVT01101,2023-07-04,Kanpur,Heavy Snowfall,High,21,4,2615541.73,Road,1
EVT01102,2021-04-26,Indore,Fuel Shortage,Low,6,18,1001755.19,All,1
EVT01103,2022-05-23,Kolkata,Road Accident,Critical,10,3,3208542.3,Road,1
EVT01104,2024-01-22,Hyderabad,Heatwave,Low,15,25,3717648.7,Road+Rail,1
EVT01105,2021-01-11,Kanpur,Fuel Shortage,Low,16,13,3026037.15,Road+Rail,1
EVT01106,2021-08-13,Mumbai,Cyclone,Medium,1,12,3654450.07,Road+Rail,1
EVT01107,2021-10-26,Chennai,None,Low,0,0,1896.75,Air,0
EVT01108,2021-01-28,Bangalore,Heatwave,Critical,5,22,3386529.3,All,1
EVT01109,2023-02-06,Ahmedabad,Fuel Shortage,Critical,1,23,3402492.71,Rail,1
EVT01110,2021-07-05,Kanpur,Cyclone,Medium,2,15,3754942.82,Road,1
EVT01111,2023-01-08,Lucknow,Strike,High,20,16,1150750.86,Rail,1
EVT01112,2023-01-24,Kolkata,Strike,Medium,18,25,2195863.94,Rail,1
EVT01113,2024-03-25,Ahmedabad,Infrastructure Failure,High,10,5,2199394.96,Rail,1
EVT01114,2023-11-04,Ahmedabad,Heavy Snowfall,Medium,4,15,689082.27,Rail,1
EVT01115,2022-04-02,Mumbai,Political Unrest,High,7,19,1284099.61,Road,1
EVT01116,2021-12-16,Hyderabad,Heatwave,Medium,14,11,4962872.21,Road,1
EVT01117,2024-03-05,Indore,Cyclone,Critical,7,2,4761969.56,Road,1
EVT01118,2021-07-22,Kolkata,Heatwave,Low,16,22,2470472.78,Rail,1
EVT01119,2021-01-30,Mumbai,Strike,Medium,6,8,2601770.33,Road,1
EVT01120,2021-06-18,Mumbai,Strike,Medium,20,10,4280548.19,Road+Rail,1
EVT01121,2021-11-11,Bhopal,Infrastructure Failure,High,14,10,3521275.09,Road+Rail,1
EVT01122,2024-03-21,Bangalore,None,Low,1,0,7006.39,Road,0
EVT01123,2022-05-21,Nagpur,Flood,Critical,5,14,4592404.05,Road,1
EVT01124,2021-01-14,Jaipur,Road Accident,Medium,9,21,2883324.34,Road,1
EVT01125,2023-04-08,Bhopal,None,Low,0,0,3882.69,Air,0
EVT01126,2024-02-08,Delhi,Cyclone,Medium,7,17,205504.86,Road,1
EVT01127,2021-12-21,Kanpur,Heavy Snowfall,Critical,17,21,4260780.78,Road,1
EVT01128,2021-05-05,Hyderabad,Road Accident,Medium,16,14,253418.27,Road,1
EVT01129,2021-10-14,Pune,Road Accident,Low,14,10,3477917.98,Rail,1
EVT01130,2022-05-28,Jaipur,Heavy Snowfall,Critical,9,11,455887.81,All,1
EVT01131,2022-01-11,Delhi,Cyclone,Medium,18,6,3921290.05,All,1
EVT01132,2023-08-13,Kolkata,Cyclone,Medium,1,7,2230036.61,Road+Rail,1
EVT01133,2023-01-27,Bangalore,Cyclone,Critical,9,13,2355197.05,Air,1
EVT01134,2021-01-24,Kolkata,Road Accident,Low,12,12,4138211.17,Air,1
EVT01135,2021-06-15,Delhi,Road Accident,Medium,10,17,4953002.98,Rail,1
EVT01136,2022-11-14,Lucknow,None,Low,1,0,3936.5,Road,0
EVT01137,2021-05-02,Pune,None,Low,0,0,9007.64,Road,0
EVT01138,2022-07-30,Kolkata,Flood,Medium,13,19,2503730.77,Road,1
EVT01139,2021-10-07,Hyderabad,Cyclone,Critical,19,1,570999.19,Road,1
EVT01140,2022-01-20,Delhi,Cyclone,Critical,15,12,3569360.79,All,1
EVT01141,2021-01-19,Chennai,Heatwave,Low,16,1,4873740.55,All,1
EVT01142,2023-12-11,Ahmedabad,Heatwave,High,3,23,1518810.76,Road,1
EVT01143,2023-04-04,Kanpur,Heavy Snowfall,High,11,25,3695859.19,Road+Rail,1
EVT01144,2023-06-27,Bangalore,Heavy Snowfall,High,18,21,652616.38,Road+Rail,1
EVT01145,2021-03-28,Ahmedabad,None,Low,0,0,9750.5,Rail,0
EVT01146,2021-06-13,Pune,Heavy Snowfall,Critical,7,14,2962901.11,Rail,1
EVT01147,2023-07-22,Bhopal,Infrastructure Failure,High,9,7,3296854.21,Road,1
EVT01148,2022-08-24,Surat,Flood,Critical,10,15,2818389.87,Road,1
EVT01149,2021-01-23,Ahmedabad,Road Accident,Low,9,22,3082461.46,All,1
EVT01150,2023-02-22,Bhopal,None,Low,1,0,1018.42,Road+Rail,0
EVT01151,2023-09-03,Bangalore,None,Low,1,0,6131.5,Road,0
EVT01152,2021-09-09,Pune,Cyclone,Low,14,15,4203352.24,Air,1
EVT01153,2024-02-29,Delhi,Infrastructure Failure,Low,1,23,4127127.44,Road,1
EVT01154,2021-05-15,Kanpur,Road Accident,Medium,21,5,2226953.1,Air,1
EVT01155,2023-04-16,Mumbai,Road Accident,Medium,18,12,4080212.52,Road+Rail,1
EVT01156,2021-09-21,Mumbai,None,Low,1,0,2188.39,All,0
EVT01157,2024-04-06,Hyderabad,None,Low,0,0,568.86,Air,0
EVT01158,2021-05-21,Delhi,Cyclone,Critical,11,23,2654903.44,Road+Rail,1
EVT01159,2021-09-01,Mumbai,Road Accident,High,2,5,592986.28,Rail,1
EVT01160,2021-10-05,Delhi,Pandemic,Medium,5,2,162130.63,Air,1
EVT01161,2023-02-25,Kanpur,Heatwave,Low,5,8,3110912.02,Road,1
EVT01162,2021-05-27,Pune,Heavy Snowfall,Critical,4,16,4905284.07,Road,1
EVT01163,2023-05-01,Pune,Road Accident,Critical,18,3,694720.86,Air,1
EVT01164,2022-12-28,Pune,None,Low,1,0,7351.99,Road+Rail,0
EVT01165,2022-11-03,Chennai,Flood,Critical,4,12,4730097.87,All,1
EVT01166,2023-05-05,Jaipur,Strike,Critical,3,8,3698882.75,Air,1
EVT01167,2023-07-09,Ahmedabad,Strike,Critical,21,7,511683.59,Road+Rail,1
EVT01168,2024-03-24,Indore,Fuel Shortage,Critical,15,9,4175717.49,All,1
EVT01169,2023-01-02,Ahmedabad,Infrastructure Failure,Medium,15,22,2801062.45,Rail,1
EVT01170,2023-04-11,Kanpur,Heavy Snowfall,Low,4,20,2419103.52,Road+Rail,1
EVT01171,2022-02-04,Delhi,Infrastructure Failure,Low,16,21,3005478.33,Rail,1
EVT01172,2024-01-13,Jaipur,Fuel Shortage,Medium,9,6,138167.54,Air,1
EVT01173,2023-10-31,Chennai,Heatwave,Critical,7,17,2680062.24,Road+Rail,1
EVT01174,2021-12-03,Kolkata,Pandemic,Medium,4,25,121173.84,All,1
EVT01175,2023-07-23,Ahmedabad,Cyclone,Critical,10,21,906598.98,Air,1
EVT01176,2022-09-26,Nagpur,Cyclone,High,14,17,4949870.25,Road,1
EVT01177,2023-09-14,Lucknow,Fuel Shortage,High,2,15,2000032.96,All,1
EVT01178,2022-03-26,Indore,Flood,High,15,25,3004471.11,Road+Rail,1
EVT01179,2022-09-26,Jaipur,Cyclone,Critical,7,23,1078223.18,Road+Rail,1
EVT01180,2021-11-26,Bangalore,Road Accident,Critical,9,18,1392624.01,Road+Rail,1
EVT01181,2021-12-03,Indore,Road Accident,Medium,4,21,4622243.61,Rail,1
EVT01182,2021-01-16,Bhopal,Political Unrest,Low,1,3,3210042.23,Rail,1
EVT01183,2022-06-13,Pune,Fuel Shortage,Medium,11,10,3976957.64,All,1
EVT01184,2023-01-05,Pune,Cyclone,High,2,12,1212894.09,Rail,1
EVT01185,2023-06-19,Kolkata,Flood,Medium,1,21,1039200.61,Road,1
EVT01186,2022-04-06,Indore,Heatwave,Medium,13,18,1148714.42,Rail,1
EVT01187,2023-10-27,Bhopal,Political Unrest,Medium,10,5,2745252.55,Road,1
EVT01188,2021-01-04,Lucknow,Fuel Shortage,High,9,8,4714888.12,Air,1
EVT01189,2021-10-16,Chennai,Heatwave,Medium,17,17,2904169.22,Road,1
EVT01190,2021-02-05,Hyderabad,Fuel Shortage,Low,2,20,207731.26,Road,1
EVT01191,2023-09-27,Hyderabad,Heatwave,Critical,20,2,1518776.24,Air,1
EVT01192,2021-03-18,Delhi,Cyclone,Critical,3,4,3867911.27,Road+Rail,1
EVT01193,2021-01-14,Ahmedabad,Fuel Shortage,Medium,5,17,4252570.22,Air,1
EVT01194,2022-11-15,Indore,Political Unrest,Critical,14,9,3297439.76,Road+Rail,1
EVT01195,2023-02-17,Hyderabad,Pandemic,Low,21,7,4387376.43,Air,1
EVT01196,2022-06-02,Mumbai,Pandemic,High,10,16,1527192.16,Air,1
EVT01197,2021-04-17,Pune,Pandemic,Critical,9,4,1523484.21,Road,1
EVT01198,2023-02-12,Lucknow,Strike,Medium,2,21,4950163.98,Air,1
EVT01199,2021-05-21,Chennai,Road Accident,Medium,2,8,4436934.49,All,1
EVT01200,2023-10-09,Pune,None,Low,1,0,2075.53,All,0
EVT01201,2022-09-12,Lucknow,Road Accident,Low,17,13,1571206.0,Road,1
EVT01202,2021-10-19,Kolkata,Road Accident,Low,17,24,719944.62,Air,1
EVT01203,2021-07-18,Kanpur,Political Unrest,Low,14,25,4727008.66,Air,1
EVT01204,2022-04-26,Mumbai,Political Unrest,Medium,20,13,4261644.7,Road+Rail,1
EVT01205,2023-10-14,Kolkata,None,Low,0,0,4229.68,All,0
EVT01206,2022-12-11,Bangalore,Flood,Medium,16,25,4382695.38,Air,1
EVT01207,2022-08-08,Delhi,Cyclone,Critical,12,8,1331578.91,All,1
EVT01208,2023-07-19,Jaipur,Road Accident,Low,4,25,3590970.04,All,1
EVT01209,2023-10-09,Indore,Flood,High,6,12,2581976.24,Rail,1
EVT01210,2021-07-09,Hyderabad,Strike,Critical,2,3,2304053.09,Air,1
EVT01211,2024-02-05,Kanpur,Strike,Medium,20,6,2614615.65,All,1
EVT01212,2023-11-19,Surat,Strike,Low,17,10,2002585.12,Air,1
EVT01213,2021-07-23,Bhopal,Heavy Snowfall,Medium,17,19,1676343.43,All,1
EVT01214,2021-05-25,Delhi,Fuel Shortage,High,19,19,1916954.33,Road+Rail,1
EVT01215,2022-07-09,Hyderabad,None,Low,0,0,2406.63,Road+Rail,0
EVT01216,2021-07-15,Lucknow,Heavy Snowfall,Critical,9,8,3987603.42,Rail,1
EVT01217,2022-01-25,Kolkata,Political Unrest,High,3,21,664746.81,All,1
EVT01218,2021-12-31,Kanpur,None,Low,1,0,8299.24,Road,0
EVT01219,2022-07-27,Pune,Fuel Shortage,High,1,6,3973318.25,All,1
EVT01220,2022-06-21,Jaipur,None,Low,0,0,591.8,Rail,0
EVT01221,2021-10-19,Kanpur,Flood,High,17,17,2217553.44,Road+Rail,1
EVT01222,2022-09-24,Kolkata,None,Low,1,0,1899.19,Air,0
EVT01223,2024-02-17,Indore,Heatwave,Medium,4,4,1231266.56,All,1
EVT01224,2022-07-08,Bhopal,Strike,Low,16,15,629321.4,All,1
EVT01225,2021-04-14,Jaipur,Infrastructure Failure,Critical,12,12,2904834.09,Air,1
EVT01226,2021-05-25,Nagpur,Pandemic,Medium,6,10,4879063.25,Rail,1
EVT01227,2022-11-14,Bhopal,Strike,Medium,17,14,3997155.07,Road,1
EVT01228,2023-06-19,Surat,Heavy Snowfall,High,14,15,1666881.96,Rail,1
EVT01229,2022-06-13,Pune,Road Accident,Medium,2,21,3242077.64,Road+Rail,1
EVT01230,2021-07-28,Bhopal,Infrastructure Failure,High,8,12,1353856.15,Rail,1
EVT01231,2021-02-25,Jaipur,Heavy Snowfall,High,15,21,3660695.88,Road,1
EVT01232,2024-01-11,Bangalore,Heavy Snowfall,Low,5,9,1469342.66,Road+Rail,1
EVT01233,2023-12-06,Bhopal,Fuel Shortage,High,7,22,317604.51,Air,1
EVT01234,2021-02-03,Surat,Pandemic,Medium,11,7,1001066.97,Rail,1
EVT01235,2022-06-08,Bangalore,Political Unrest,Medium,19,11,3416999.56,Road+Rail,1
EVT01236,2023-07-31,Pune,Fuel Shortage,Low,5,13,2815377.36,Road,1
EVT01237,2021-04-24,Bangalore,Cyclone,Medium,6,6,4308084.64,Air,1
EVT01238,2023-03-02,Indore,Road Accident,High,13,16,3583346.09,Road+Rail,1
EVT01239,2022-10-23,Pune,Strike,Critical,14,8,1175445.51,Road,1
EVT01240,2023-10-12,Chennai,None,Low,0,0,8168.58,Road+Rail,0
EVT01241,2021-12-02,Kanpur,Political Unrest,High,6,24,380623.42,All,1
EVT01242,2023-02-23,Surat,Strike,Critical,14,1,248937.49,Air,1
EVT01243,2021-04-27,Kanpur,Fuel Shortage,Medium,19,22,998299.8,Road+Rail,1
EVT01244,2023-04-14,Pune,Heatwave,Medium,13,17,4472083.63,All,1
EVT01245,2022-11-23,Jaipur,Heavy Snowfall,Medium,21,4,4910191.62,Road,1
EVT01246,2022-03-01,Surat,Heavy Snowfall,High,18,7,1395621.21,Road+Rail,1
EVT01247,2023-10-14,Lucknow,None,Low,1,0,9577.04,Air,0
EVT01248,2021-09-01,Bangalore,Pandemic,Low,9,12,2507993.17,All,1
EVT01249,2021-10-11,Delhi,Infrastructure Failure,Medium,4,23,1275377.01,Air,1
EVT01250,2023-10-29,Ahmedabad,Fuel Shortage,Low,9,2,1069403.53,All,1
EVT01251,2021-02-08,Indore,Political Unrest,Critical,17,19,4304143.27,All,1
EVT01252,2021-05-08,Nagpur,Flood,Critical,11,25,2185201.29,Rail,1
EVT01253,2022-02-06,Surat,Political Unrest,High,19,9,2530801.86,Road,1
EVT01254,2023-09-16,Nagpur,Strike,Critical,11,10,3520220.47,Road+Rail,1
EVT01255,2023-05-24,Kolkata,Infrastructure Failure,High,1,1,797278.55,Air,1
EVT01256,2022-01-14,Hyderabad,Infrastructure Failure,Critical,9,21,826193.47,Rail,1
EVT01257,2022-08-28,Hyderabad,None,Low,1,0,1170.05,Air,0
EVT01258,2023-07-29,Delhi,Heatwave,High,10,4,83361.43,Rail,1
EVT01259,2023-10-23,Mumbai,Fuel Shortage,Low,10,4,1236015.38,All,1
EVT01260,2021-12-22,Hyderabad,Political Unrest,Medium,18,13,2616818.23,Road+Rail,1
EVT01261,2023-09-10,Chennai,Road Accident,High,7,1,1203457.06,Road+Rail,1
EVT01262,2024-03-05,Kanpur,Heavy Snowfall,High,21,8,833566.66,Road,1
EVT01263,2021-02-10,Chennai,Strike,High,3,8,670713.31,Rail,1
EVT01264,2023-09-01,Kanpur,Flood,Critical,20,2,4048194.41,Rail,1
EVT01265,2021-05-06,Chennai,Road Accident,High,21,15,869710.01,All,1
EVT01266,2022-03-13,Pune,Strike,Critical,8,5,3643727.37,Air,1
EVT01267,2021-06-24,Mumbai,Fuel Shortage,Low,9,25,4693441.87,All,1
EVT01268,2022-09-26,Hyderabad,Strike,Medium,8,18,1822471.12,Rail,1
EVT01269,2023-10-24,Kanpur,Flood,Medium,3,9,692439.07,Rail,1
EVT01270,2023-12-20,Nagpur,Pandemic,Low,3,20,2258120.02,Rail,1
